crime,date,hour,lat,long,h,hora
ROBO DE VEHICULO AUTOMOTOR S.V.,12/04/2020,16:00,19.39873715,-99.12886893,16,16
ROBO DE VEHICULO AUTOMOTOR S.V.,12/04/2020,09:00,19.3278038,-99.2593674,9,9
ROBO DE VEHICULO AUTOMOTOR S.V.,12/04/2020,22:40,19.41186249,-99.13856537,22,22
ROBO DE VEHICULO AUTOMOTOR S.V.,11/04/2020,16:00,19.42882466,-99.17592666,16,16
ROBO DE VEHICULO AUTOMOTOR S.V.,11/04/2020,18:30,19.5264407,-99.14337742,18,18
ROBO DE VEHICULO AUTOMOTOR S.V.,11/04/2020,16:30,19.35422038,-99.00035955,16,16
ROBO DE VEHICULO AUTOMOTOR S.V.,11/04/2020,22:15,19.4820454,-99.1292243,22,22
ROBO DE VEHICULO AUTOMOTOR S.V.,11/04/2020,08:12,19.37668721,-99.01366514,8,8
ROBO DE VEHICULO AUTOMOTOR S.V.,11/04/2020,19:30,19.3035965,-99.17530896,19,19
ROBO DE VEHICULO AUTOMOTOR S.V.,11/04/2020,14:30,19.49189426,-99.21377588,14,14
ROBO DE VEHICULO AUTOMOTOR S.V.,11/04/2020,18:00,19.35309183,-99.15170681,18,18
ROBO DE VEHICULO AUTOMOTOR S.V.,10/04/2020,11:30,19.52997764,-99.15338858,11,11
ROBO DE VEHICULO AUTOMOTOR S.V.,10/04/2020,22:00,19.32663891,-99.11649235,22,22
ROBO DE VEHICULO AUTOMOTOR S.V.,10/04/2020,07:00,19.319766,-99.25346059,7,7
ROBO DE VEHICULO AUTOMOTOR S.V.,10/04/2020,16:00,19.25792444,-99.10813272,16,16
ROBO DE VEHICULO AUTOMOTOR S.V.,10/04/2020,12:00,19.34925436,-99.09556163,12,12
ROBO DE VEHICULO AUTOMOTOR S.V.,10/04/2020,21:00,19.290781,-99.06672756,21,21
ROBO DE VEHICULO AUTOMOTOR S.V.,10/04/2020,17:00,19.34358017,-99.16859552,17,17
ROBO DE VEHICULO AUTOMOTOR S.V.,10/04/2020,11:00,19.3003894,-99.2206544,11,11
ROBO DE VEHICULO AUTOMOTOR S.V.,10/04/2020,13:30,19.39538888,-99.1074988,13,13
ROBO DE VEHICULO AUTOMOTOR S.V.,10/04/2020,14:00,19.4859737,-99.0869077,14,14
ROBO DE VEHICULO AUTOMOTOR S.V.,10/04/2020,19:00,19.31428882,-99.05785765,19,19
ROBO DE VEHICULO AUTOMOTOR S.V.,10/04/2020,17:00,19.34728884,-99.05950511,17,17
ROBO DE VEHICULO AUTOMOTOR S.V.,10/04/2020,23:50,19.3135737,-99.1689101,23,23
ROBO DE VEHICULO AUTOMOTOR S.V.,09/04/2020,07:00,19.281175,-99.2402237,7,7
ROBO DE VEHICULO AUTOMOTOR S.V.,09/04/2020,10:30,19.36211194,-99.24947343,10,10
ROBO DE VEHICULO AUTOMOTOR S.V.,09/04/2020,01:00,19.41772186,-99.07798534,1,1
ROBO DE VEHICULO AUTOMOTOR S.V.,09/04/2020,10:45,19.33684252,-99.18755827,10,10
ROBO DE VEHICULO AUTOMOTOR S.V.,09/04/2020,16:10,19.4433413,-99.2050078,16,16
ROBO DE VEHICULO AUTOMOTOR S.V.,09/04/2020,00:15,19.41704671,-99.06622142,0,0.1
ROBO DE VEHICULO AUTOMOTOR S.V.,09/04/2020,19:30,19.40880548,-99.06291209,19,19
ROBO DE VEHICULO AUTOMOTOR S.V.,09/04/2020,11:45,19.31658193,-99.12227377,11,11
ROBO DE VEHICULO AUTOMOTOR S.V.,09/04/2020,18:00,19.4472187,-99.09950578,18,18
ROBO DE VEHICULO AUTOMOTOR S.V.,09/04/2020,08:10,19.30383567,-99.18353051,8,8
ROBO DE VEHICULO AUTOMOTOR S.V.,09/04/2020,11:00,19.50022363,-99.08848882,11,11
ROBO DE VEHICULO AUTOMOTOR S.V.,09/04/2020,22:16,19.48670458,-99.07208382,22,22
ROBO DE VEHICULO AUTOMOTOR S.V.,09/04/2020,22:40,19.33131548,-99.02362375,22,22
ROBO DE VEHICULO AUTOMOTOR S.V.,09/04/2020,18:30,19.378055,-99.05965537,18,18
ROBO DE VEHICULO AUTOMOTOR S.V.,08/04/2020,12:00,19.31223896,-99.11778517,12,12
ROBO DE VEHICULO AUTOMOTOR S.V.,08/04/2020,05:00,19.37563613,-99.09756318,5,5
ROBO DE VEHICULO AUTOMOTOR S.V.,08/04/2020,06:00,19.3369898,-99.12406309,6,6
ROBO DE VEHICULO AUTOMOTOR S.V.,08/04/2020,12:00,19.48327274,-99.1115717,12,12
ROBO DE VEHICULO AUTOMOTOR S.V.,08/04/2020,14:20,19.3934639,-99.0628533,14,14
ROBO DE VEHICULO AUTOMOTOR S.V.,08/04/2020,18:00,19.29276383,-99.01261075,18,18
ROBO DE VEHICULO AUTOMOTOR S.V.,08/04/2020,08:00,19.4934743,-99.19211401,8,8
ROBO DE VEHICULO AUTOMOTOR S.V.,08/04/2020,21:25,19.4569524,-99.173618,21,21
ROBO DE VEHICULO AUTOMOTOR S.V.,08/04/2020,15:00,19.41213773,-99.06671894,15,15
ROBO DE VEHICULO AUTOMOTOR S.V.,08/04/2020,19:30,19.3383327,-99.15075238,19,19
ROBO DE VEHICULO AUTOMOTOR S.V.,08/04/2020,04:30,19.31143063,-99.15544747,4,4
ROBO DE VEHICULO AUTOMOTOR S.V.,08/04/2020,18:10,19.3853332,-99.08091,18,18
ROBO DE VEHICULO AUTOMOTOR S.V.,08/04/2020,17:48,19.44726549,-99.09355326,17,17
ROBO DE VEHICULO AUTOMOTOR S.V.,08/04/2020,01:00,19.3401671,-99.0658944,1,1
ROBO DE VEHICULO AUTOMOTOR S.V.,08/04/2020,13:10,19.2904094,-99.1216177,13,13
ROBO DE VEHICULO AUTOMOTOR S.V.,07/04/2020,19:00,19.4574561,-99.19692696,19,19
ROBO DE VEHICULO AUTOMOTOR S.V.,07/04/2020,10:00,19.3122467,-99.146584,10,10
ROBO DE VEHICULO AUTOMOTOR S.V.,07/04/2020,07:00,19.50858756,-99.11331506,7,7
ROBO DE VEHICULO AUTOMOTOR S.V.,07/04/2020,14:30,19.29586065,-99.18707568,14,14
ROBO DE VEHICULO AUTOMOTOR S.V.,07/04/2020,08:00,19.37192753,-99.19747567,8,8
ROBO DE VEHICULO AUTOMOTOR S.V.,07/04/2020,03:30,19.43588759,-99.12113311,3,3
ROBO DE VEHICULO AUTOMOTOR S.V.,07/04/2020,08:00,19.3768767,-99.2028994,8,8
ROBO DE VEHICULO AUTOMOTOR S.V.,07/04/2020,06:30,19.49864178,-99.20472118,6,6
ROBO DE VEHICULO AUTOMOTOR S.V.,07/04/2020,06:00,19.28110283,-99.22815538,6,6
ROBO DE VEHICULO AUTOMOTOR S.V.,07/04/2020,22:30,19.46587487,-99.14024314,22,22
ROBO DE VEHICULO AUTOMOTOR S.V.,07/04/2020,20:00,19.28867957,-99.12872279,20,20
ROBO DE VEHICULO AUTOMOTOR S.V.,07/04/2020,14:00,19.34276561,-99.20043965,14,14
ROBO DE VEHICULO AUTOMOTOR S.V.,07/04/2020,20:00,19.40704873,-99.1550231,20,20
ROBO DE VEHICULO AUTOMOTOR S.V.,07/04/2020,20:00,19.396787,-99.0675404,20,20
ROBO DE VEHICULO AUTOMOTOR S.V.,06/04/2020,10:35,19.44515832,-99.21052791,10,10
ROBO DE VEHICULO AUTOMOTOR S.V.,06/04/2020,08:45,19.38202828,-99.18803436,8,8
ROBO DE VEHICULO AUTOMOTOR S.V.,06/04/2020,11:00,19.50786479,-99.09742156,11,11
ROBO DE VEHICULO AUTOMOTOR S.V.,06/04/2020,21:30,19.40232072,-99.10198884,21,21
ROBO DE VEHICULO AUTOMOTOR S.V.,06/04/2020,08:00,19.5202584,-99.1425555,8,8
ROBO DE VEHICULO AUTOMOTOR S.V.,06/04/2020,19:00,19.34486973,-99.03696445,19,19
ROBO DE VEHICULO AUTOMOTOR S.V.,06/04/2020,21:00,19.43945874,-99.10966605,21,21
ROBO DE VEHICULO AUTOMOTOR S.V.,06/04/2020,09:00,19.39670667,-99.14114456,9,9
ROBO DE VEHICULO AUTOMOTOR S.V.,06/04/2020,08:00,19.36593171,-99.05731187,8,8
ROBO DE VEHICULO AUTOMOTOR S.V.,06/04/2020,19:00,19.38538202,-99.25327151,19,19
ROBO DE VEHICULO AUTOMOTOR S.V.,06/04/2020,17:25,19.29426026,-99.18121802,17,17
ROBO DE VEHICULO AUTOMOTOR S.V.,06/04/2020,22:23,19.3732005,-99.0049726,22,22
ROBO DE VEHICULO AUTOMOTOR S.V.,06/04/2020,02:15,19.4364233,-99.0987353,2,2
ROBO DE VEHICULO AUTOMOTOR S.V.,06/04/2020,14:15,19.36805813,-99.14703608,14,14
ROBO DE VEHICULO AUTOMOTOR S.V.,06/04/2020,13:00,19.4304879,-99.0957518,13,13
ROBO DE VEHICULO AUTOMOTOR S.V.,06/04/2020,18:00,19.3910677,-99.08929248,18,18
ROBO DE VEHICULO AUTOMOTOR S.V.,05/04/2020,04:10,19.35276626,-99.23385065,4,4
ROBO DE VEHICULO AUTOMOTOR S.V.,05/04/2020,05:40,19.32086089,-99.12352867,5,5
ROBO DE VEHICULO AUTOMOTOR S.V.,05/04/2020,12:15,19.30137156,-99.0549215,12,12
ROBO DE VEHICULO AUTOMOTOR S.V.,05/04/2020,18:30,19.48749373,-99.18845244,18,18
ROBO DE VEHICULO AUTOMOTOR S.V.,05/04/2020,07:00,19.3954383,-99.0927893,7,7
ROBO DE VEHICULO AUTOMOTOR S.V.,05/04/2020,23:00,19.32116247,-99.26141302,23,23
ROBO DE VEHICULO AUTOMOTOR S.V.,05/04/2020,04:00,19.37308518,-99.04063538,4,4
ROBO DE VEHICULO AUTOMOTOR S.V.,05/04/2020,12:00,19.4852637,-99.1805122,12,12
ROBO DE VEHICULO AUTOMOTOR S.V.,05/04/2020,15:40,19.41040084,-99.13174823,15,15
ROBO DE VEHICULO AUTOMOTOR S.V.,05/04/2020,08:30,19.45576664,-99.11932841,8,8
ROBO DE VEHICULO AUTOMOTOR S.V.,05/04/2020,14:00,19.4499466,-99.1375737,14,14
ROBO DE VEHICULO AUTOMOTOR S.V.,05/04/2020,10:12,19.37078193,-99.14900036,10,10
ROBO DE VEHICULO AUTOMOTOR S.V.,05/04/2020,11:30,19.49540841,-99.09370411,11,11
ROBO DE VEHICULO AUTOMOTOR S.V.,05/04/2020,15:45,19.28889964,-99.04903982,15,15
ROBO DE VEHICULO AUTOMOTOR S.V.,05/04/2020,06:00,19.4652267,-99.1684341,6,6
ROBO DE VEHICULO AUTOMOTOR S.V.,05/04/2020,00:03,19.28113324,-99.23504058,0,0.1
ROBO DE VEHICULO AUTOMOTOR S.V.,05/04/2020,05:00,19.37069551,-99.28821981,5,5
ROBO DE VEHICULO AUTOMOTOR S.V.,04/04/2020,21:25,19.34583373,-99.06742575,21,21
ROBO DE VEHICULO AUTOMOTOR S.V.,04/04/2020,22:00,19.38396197,-99.06574482,22,22
ROBO DE VEHICULO AUTOMOTOR S.V.,04/04/2020,00:15,19.28970137,-99.05996312,0,0.1
ROBO DE VEHICULO AUTOMOTOR S.V.,04/04/2020,15:30,19.29271971,-99.1378536,15,15
ROBO DE VEHICULO AUTOMOTOR S.V.,04/04/2020,21:00,19.465211,-99.1100728,21,21
ROBO DE VEHICULO AUTOMOTOR S.V.,04/04/2020,00:35,19.30842417,-99.07654591,0,0.1
ROBO DE VEHICULO AUTOMOTOR S.V.,04/04/2020,19:40,19.35675412,-99.06526529,19,19
ROBO DE VEHICULO AUTOMOTOR S.V.,04/04/2020,05:30,19.3049037,-99.03733301,5,5
ROBO DE VEHICULO AUTOMOTOR S.V.,04/04/2020,05:00,19.37172006,-99.05855515,5,5
ROBO DE VEHICULO AUTOMOTOR S.V.,04/04/2020,20:30,19.4647288,-99.08054506,20,20
ROBO DE VEHICULO AUTOMOTOR S.V.,04/04/2020,06:30,19.34857492,-99.12498553,6,6
ROBO DE VEHICULO AUTOMOTOR S.V.,04/04/2020,18:15,19.3206405,-99.08646448,18,18
ROBO DE VEHICULO AUTOMOTOR S.V.,04/04/2020,09:00,19.29729303,-99.09831908,9,9
ROBO DE VEHICULO AUTOMOTOR S.V.,04/04/2020,07:00,19.31516952,-99.1037331,7,7
ROBO DE VEHICULO AUTOMOTOR S.V.,04/04/2020,16:30,19.45278743,-99.20413642,16,16
ROBO DE VEHICULO AUTOMOTOR S.V.,03/04/2020,10:00,19.39864,-99.1705902,10,10
ROBO DE VEHICULO AUTOMOTOR S.V.,03/04/2020,20:00,19.36060627,-99.17961263,20,20
ROBO DE VEHICULO AUTOMOTOR S.V.,03/04/2020,22:30,19.4091785,-99.0583949,22,22
ROBO DE VEHICULO AUTOMOTOR S.V.,03/04/2020,10:00,19.3782158,-99.0422458,10,10
ROBO DE VEHICULO AUTOMOTOR S.V.,03/04/2020,05:30,19.3750223,-99.149256,5,5
ROBO DE VEHICULO AUTOMOTOR S.V.,03/04/2020,00:05,19.34363407,-99.10132564,0,0.1
ROBO DE VEHICULO AUTOMOTOR S.V.,03/04/2020,06:00,19.49828835,-99.06745444,6,6
ROBO DE VEHICULO AUTOMOTOR S.V.,03/04/2020,11:00,19.37844115,-99.01765802,11,11
ROBO DE VEHICULO AUTOMOTOR S.V.,03/04/2020,02:00,19.28033998,-99.22657006,2,2
ROBO DE VEHICULO AUTOMOTOR S.V.,03/04/2020,17:00,19.43210642,-99.10266006,17,17
ROBO DE VEHICULO AUTOMOTOR S.V.,03/04/2020,12:30,19.295296,-99.1318877,12,12
ROBO DE VEHICULO AUTOMOTOR S.V.,03/04/2020,15:00,19.29199984,-99.12218289,15,15
ROBO DE VEHICULO AUTOMOTOR S.V.,03/04/2020,09:40,19.34236185,-99.20722386,9,9
ROBO DE VEHICULO AUTOMOTOR S.V.,03/04/2020,09:00,19.43975831,-99.11645599,9,9
ROBO DE VEHICULO AUTOMOTOR S.V.,03/04/2020,11:00,19.34372562,-99.18708129,11,11
ROBO DE VEHICULO AUTOMOTOR S.V.,03/04/2020,07:00,19.31647242,-99.11890083,7,7
ROBO DE VEHICULO AUTOMOTOR S.V.,03/04/2020,05:30,19.31850771,-99.06497866,5,5
ROBO DE VEHICULO AUTOMOTOR S.V.,03/04/2020,07:50,19.3668041,-99.08913033,7,7
ROBO DE VEHICULO AUTOMOTOR S.V.,03/04/2020,07:30,19.43917075,-99.14913924,7,7
ROBO DE VEHICULO AUTOMOTOR S.V.,03/04/2020,18:00,19.42535508,-99.12620657,18,18
ROBO DE VEHICULO AUTOMOTOR S.V.,03/04/2020,20:40,19.30972836,-99.14119727,20,20
ROBO DE VEHICULO AUTOMOTOR S.V.,03/04/2020,21:53,19.3835428,-99.1051748,21,21
ROBO DE VEHICULO AUTOMOTOR S.V.,03/04/2020,08:00,19.37639986,-99.17083824,8,8
ROBO DE VEHICULO AUTOMOTOR S.V.,02/04/2020,14:35,19.39546036,-99.12087738,14,14
ROBO DE VEHICULO AUTOMOTOR S.V.,02/04/2020,21:30,19.3810102,-99.14576202,21,21
ROBO DE VEHICULO AUTOMOTOR S.V.,02/04/2020,10:00,19.30681188,-99.24074867,10,10
ROBO DE VEHICULO AUTOMOTOR S.V.,02/04/2020,10:00,19.48202906,-99.10503453,10,10
ROBO DE VEHICULO AUTOMOTOR S.V.,02/04/2020,01:10,19.37468778,-99.19107447,1,1
ROBO DE VEHICULO AUTOMOTOR S.V.,02/04/2020,18:30,19.31728452,-99.12093861,18,18
ROBO DE VEHICULO AUTOMOTOR S.V.,02/04/2020,23:40,19.3084574,-99.1622362,23,23
ROBO DE VEHICULO AUTOMOTOR S.V.,02/04/2020,08:30,19.40535963,-99.17055668,8,8
ROBO DE VEHICULO AUTOMOTOR S.V.,02/04/2020,11:00,19.46547348,-99.13254595,11,11
ROBO DE VEHICULO AUTOMOTOR S.V.,02/04/2020,14:00,19.36120071,-99.18811258,14,14
ROBO DE VEHICULO AUTOMOTOR S.V.,02/04/2020,09:15,19.36532455,-99.20455849,9,9
ROBO DE VEHICULO AUTOMOTOR S.V.,02/04/2020,15:48,19.48356428,-99.13496766,15,15
ROBO DE VEHICULO AUTOMOTOR S.V.,02/04/2020,19:45,19.39011326,-99.04502138,19,19
ROBO DE VEHICULO AUTOMOTOR S.V.,02/04/2020,18:00,19.2854939,-99.2033793,18,18
ROBO DE VEHICULO AUTOMOTOR S.V.,02/04/2020,15:10,19.2871557,-99.2184395,15,15
ROBO DE VEHICULO AUTOMOTOR S.V.,02/04/2020,00:45,19.4725485,-99.1294583,0,0.1
ROBO DE VEHICULO AUTOMOTOR S.V.,02/04/2020,10:00,19.40540792,-99.12667623,10,10
ROBO DE VEHICULO AUTOMOTOR S.V.,01/04/2020,12:30,19.3955308,-99.1295805,12,12
ROBO DE VEHICULO AUTOMOTOR S.V.,01/04/2020,13:50,19.2932045,-99.1386972,13,13
ROBO DE VEHICULO AUTOMOTOR S.V.,01/04/2020,20:00,19.51431442,-99.13507449,20,20
ROBO DE VEHICULO AUTOMOTOR S.V.,01/04/2020,19:37,19.40067343,-99.16855127,19,19
ROBO DE VEHICULO AUTOMOTOR S.V.,01/04/2020,05:00,19.33725857,-99.08488222,5,5
ROBO DE VEHICULO AUTOMOTOR S.V.,01/04/2020,10:12,19.39326435,-99.08157056,10,10
ROBO DE VEHICULO AUTOMOTOR S.V.,01/04/2020,00:00,19.3004317,-99.2232561,0,0.1
ROBO DE VEHICULO AUTOMOTOR S.V.,01/04/2020,20:30,19.4254761,-99.10323871,20,20
ROBO DE VEHICULO AUTOMOTOR S.V.,01/04/2020,21:00,19.319186,-99.2606434,21,21
ROBO DE VEHICULO AUTOMOTOR S.V.,01/04/2020,19:40,19.41495122,-99.06370017,19,19
ROBO DE VEHICULO AUTOMOTOR S.V.,01/04/2020,15:00,19.5298919,-99.1477908,15,15
ROBO DE VEHICULO AUTOMOTOR S.V.,01/04/2020,19:00,19.3145288,-99.1672946,19,19
ROBO DE VEHICULO AUTOMOTOR S.V.,01/04/2020,06:30,19.48153405,-99.0781772,6,6
ROBO DE VEHICULO AUTOMOTOR S.V.,01/04/2020,17:00,19.38589677,-99.0535757,17,17
ROBO DE VEHICULO AUTOMOTOR S.V.,01/04/2020,15:15,19.3164845,-99.1394895,15,15
ROBO DE VEHICULO AUTOMOTOR S.V.,01/04/2020,02:10,19.294703,-99.2234016,2,2
ROBO DE VEHICULO AUTOMOTOR S.V.,01/04/2020,03:00,19.4380425,-99.0840136,3,3
ROBO DE VEHICULO AUTOMOTOR S.V.,31/03/2020,09:15,19.33849897,-99.17440542,9,9
ROBO DE VEHICULO AUTOMOTOR S.V.,31/03/2020,09:00,19.2723421,-99.1898984,9,9
ROBO DE VEHICULO AUTOMOTOR S.V.,31/03/2020,16:30,19.4798744,-99.2016535,16,16
ROBO DE VEHICULO AUTOMOTOR S.V.,31/03/2020,07:00,19.46580123,-99.18894978,7,7
ROBO DE VEHICULO AUTOMOTOR S.V.,31/03/2020,10:15,19.3736026,-99.2868854,10,10
ROBO DE VEHICULO AUTOMOTOR S.V.,31/03/2020,22:00,19.36844594,-99.17673472,22,22
ROBO DE VEHICULO AUTOMOTOR S.V.,31/03/2020,10:30,19.33337288,-99.06007813,10,10
ROBO DE VEHICULO AUTOMOTOR S.V.,31/03/2020,16:00,19.4532654,-99.1614347,16,16
ROBO DE VEHICULO AUTOMOTOR S.V.,31/03/2020,19:00,19.3228564,-99.25607525,19,19
ROBO DE VEHICULO AUTOMOTOR S.V.,31/03/2020,16:00,19.3160467,-99.16782224,16,16
ROBO DE VEHICULO AUTOMOTOR S.V.,31/03/2020,13:00,19.36669157,-99.14172156,13,13
ROBO DE VEHICULO AUTOMOTOR S.V.,31/03/2020,13:30,19.29573555,-99.18539232,13,13
ROBO DE VEHICULO AUTOMOTOR S.V.,31/03/2020,20:00,19.36746165,-99.14063878,20,20
ROBO DE VEHICULO AUTOMOTOR S.V.,31/03/2020,02:00,19.34439004,-99.02794778,2,2
ROBO DE VEHICULO AUTOMOTOR S.V.,31/03/2020,17:00,19.2880717,-99.05585387,17,17
ROBO DE VEHICULO AUTOMOTOR S.V.,31/03/2020,19:50,19.34680892,-99.0690952,19,19
ROBO DE VEHICULO AUTOMOTOR S.V.,31/03/2020,20:00,19.47712832,-99.14834914,20,20
ROBO DE VEHICULO AUTOMOTOR S.V.,30/03/2020,20:00,19.4840326,-99.0798577,20,20
ROBO DE VEHICULO AUTOMOTOR S.V.,30/03/2020,06:00,19.471307,-99.071955,6,6
ROBO DE VEHICULO AUTOMOTOR S.V.,30/03/2020,16:00,19.41409975,-99.22932042,16,16
ROBO DE VEHICULO AUTOMOTOR S.V.,30/03/2020,17:20,19.4928361,-99.12096233,17,17
ROBO DE VEHICULO AUTOMOTOR S.V.,30/03/2020,10:00,19.48833296,-99.08538246,10,10
ROBO DE VEHICULO AUTOMOTOR S.V.,30/03/2020,16:16,19.30428653,-99.24412624,16,16
ROBO DE VEHICULO AUTOMOTOR S.V.,30/03/2020,19:00,19.3273874,-99.0266105,19,19
ROBO DE VEHICULO AUTOMOTOR S.V.,30/03/2020,01:00,19.53800552,-99.1389146,1,1
ROBO DE VEHICULO AUTOMOTOR S.V.,30/03/2020,21:30,19.48674081,-99.18881268,21,21
ROBO DE VEHICULO AUTOMOTOR S.V.,30/03/2020,17:30,19.283388,-99.16459303,17,17
ROBO DE VEHICULO AUTOMOTOR S.V.,30/03/2020,15:00,19.35118864,-99.00104726,15,15
ROBO DE VEHICULO AUTOMOTOR S.V.,30/03/2020,15:00,19.5268498,-99.14130386,15,15
ROBO DE VEHICULO AUTOMOTOR S.V.,30/03/2020,13:00,19.52410026,-99.1722296,13,13
ROBO DE VEHICULO AUTOMOTOR S.V.,30/03/2020,20:00,19.34370154,-99.00309024,20,20
ROBO DE VEHICULO AUTOMOTOR S.V.,30/03/2020,16:20,19.44078095,-99.13118446,16,16
ROBO DE VEHICULO AUTOMOTOR S.V.,30/03/2020,23:30,19.46733844,-99.14973385,23,23
ROBO DE VEHICULO AUTOMOTOR S.V.,30/03/2020,18:20,19.3391895,-99.1889469,18,18
ROBO DE VEHICULO AUTOMOTOR S.V.,29/03/2020,19:00,19.29809596,-99.16921453,19,19
ROBO DE VEHICULO AUTOMOTOR S.V.,29/03/2020,08:00,19.4115645,-99.2369684,8,8
ROBO DE VEHICULO AUTOMOTOR S.V.,29/03/2020,21:20,19.47637493,-99.18910879,21,21
ROBO DE VEHICULO AUTOMOTOR S.V.,29/03/2020,17:00,19.35540758,-99.08446044,17,17
ROBO DE VEHICULO AUTOMOTOR S.V.,29/03/2020,21:00,19.45931416,-99.09913618,21,21
ROBO DE VEHICULO AUTOMOTOR S.V.,29/03/2020,17:30,19.47138507,-99.18253637,17,17
ROBO DE VEHICULO AUTOMOTOR S.V.,29/03/2020,14:00,19.38308225,-99.23951182,14,14
ROBO DE VEHICULO AUTOMOTOR S.V.,29/03/2020,09:00,19.39233373,-99.1764839,9,9
ROBO DE VEHICULO AUTOMOTOR S.V.,29/03/2020,19:40,19.31765516,-99.15109679,19,19
ROBO DE VEHICULO AUTOMOTOR S.V.,29/03/2020,06:00,19.4503424,-99.1260575,6,6
ROBO DE VEHICULO AUTOMOTOR S.V.,29/03/2020,20:20,19.4098963,-99.1692061,20,20
ROBO DE VEHICULO AUTOMOTOR S.V.,29/03/2020,14:00,19.29367775,-99.24380919,14,14
ROBO DE VEHICULO AUTOMOTOR S.V.,29/03/2020,19:30,19.31766022,-99.15107265,19,19
ROBO DE VEHICULO AUTOMOTOR S.V.,29/03/2020,03:00,19.3455477,-99.1334874,3,3
ROBO DE VEHICULO AUTOMOTOR S.V.,29/03/2020,02:00,19.40846126,-99.10730382,2,2
ROBO DE VEHICULO AUTOMOTOR S.V.,29/03/2020,20:20,19.34515641,-99.06865388,20,20
ROBO DE VEHICULO AUTOMOTOR S.V.,29/03/2020,21:45,19.37737036,-99.13801201,21,21
ROBO DE VEHICULO AUTOMOTOR S.V.,29/03/2020,18:00,19.41715908,-99.11217949,18,18
ROBO DE VEHICULO AUTOMOTOR S.V.,29/03/2020,19:15,19.37454329,-99.18414021,19,19
ROBO DE VEHICULO AUTOMOTOR S.V.,28/03/2020,10:00,19.37588072,-99.14668988,10,10
ROBO DE VEHICULO AUTOMOTOR S.V.,28/03/2020,07:00,19.34893059,-99.22080848,7,7
ROBO DE VEHICULO AUTOMOTOR S.V.,28/03/2020,07:00,19.49614212,-99.19643714,7,7
ROBO DE VEHICULO AUTOMOTOR S.V.,28/03/2020,11:50,19.4733954,-99.1287696,11,11
ROBO DE VEHICULO AUTOMOTOR S.V.,28/03/2020,23:00,19.34297937,-99.05693699,23,23
ROBO DE VEHICULO AUTOMOTOR S.V.,28/03/2020,08:15,19.28175726,-99.16403164,8,8
ROBO DE VEHICULO AUTOMOTOR S.V.,28/03/2020,00:20,19.35828633,-99.12822744,0,0.1
ROBO DE VEHICULO AUTOMOTOR S.V.,28/03/2020,06:15,19.4487767,-99.1737237,6,6
ROBO DE VEHICULO AUTOMOTOR S.V.,28/03/2020,17:10,19.4640626,-99.165673,17,17
ROBO DE VEHICULO AUTOMOTOR S.V.,28/03/2020,07:00,19.32507982,-99.26023942,7,7
ROBO DE VEHICULO AUTOMOTOR S.V.,28/03/2020,06:30,19.55295644,-99.14193071,6,6
ROBO DE VEHICULO AUTOMOTOR S.V.,28/03/2020,13:30,19.39561474,-99.12324918,13,13
ROBO DE VEHICULO AUTOMOTOR S.V.,28/03/2020,18:00,19.4654191,-99.1555394,18,18
ROBO DE VEHICULO AUTOMOTOR S.V.,28/03/2020,11:00,19.5709781,-99.13347965,11,11
ROBO DE VEHICULO AUTOMOTOR S.V.,28/03/2020,08:40,19.4853015,-99.0664837,8,8
ROBO DE VEHICULO AUTOMOTOR S.V.,28/03/2020,16:00,19.37259835,-99.17414313,16,16
ROBO DE VEHICULO AUTOMOTOR S.V.,28/03/2020,20:00,19.48763817,-99.12963019,20,20
ROBO DE VEHICULO AUTOMOTOR S.V.,28/03/2020,21:15,19.42440864,-99.14774707,21,21
ROBO DE VEHICULO AUTOMOTOR S.V.,28/03/2020,14:00,19.337688,-99.2262334,14,14
ROBO DE VEHICULO AUTOMOTOR S.V.,27/03/2020,06:00,19.4305887,-99.0941222,6,6
ROBO DE VEHICULO AUTOMOTOR S.V.,27/03/2020,09:00,19.50882404,-99.15033287,9,9
ROBO DE VEHICULO AUTOMOTOR S.V.,27/03/2020,13:15,19.3089241,-99.261122,13,13
ROBO DE VEHICULO AUTOMOTOR S.V.,27/03/2020,07:00,19.53451508,-99.14260399,7,7
ROBO DE VEHICULO AUTOMOTOR S.V.,27/03/2020,17:45,19.3898285,-99.04321891,17,17
ROBO DE VEHICULO AUTOMOTOR S.V.,27/03/2020,15:10,19.3559753,-99.03256863,15,15
ROBO DE VEHICULO AUTOMOTOR S.V.,27/03/2020,14:30,19.48868407,-99.12875999,14,14
ROBO DE VEHICULO AUTOMOTOR S.V.,27/03/2020,07:30,19.39490092,-99.15832714,7,7
ROBO DE VEHICULO AUTOMOTOR S.V.,27/03/2020,20:00,19.3255788,-99.1637509,20,20
ROBO DE VEHICULO AUTOMOTOR S.V.,27/03/2020,15:00,19.28564234,-99.12138001,15,15
ROBO DE VEHICULO AUTOMOTOR S.V.,27/03/2020,17:30,19.44882391,-99.17342669,17,17
ROBO DE VEHICULO AUTOMOTOR S.V.,27/03/2020,09:00,19.30255574,-99.19790346,9,9
ROBO DE VEHICULO AUTOMOTOR S.V.,27/03/2020,02:15,19.36224501,-99.29322342,2,2
ROBO DE VEHICULO AUTOMOTOR S.V.,27/03/2020,20:50,19.32998996,-99.16334841,20,20
ROBO DE VEHICULO AUTOMOTOR S.V.,27/03/2020,07:00,19.39164984,-99.20023603,7,7
